"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,5.4923,5.4923,352.7371,27.6104,
1,0.30452,0.23085,0.23085,148.0575,5.5549,
2,0.51331,0.037244,0.037244,143.277,3.3893,
3,0.52221,0.029447,0.029447,143.2907,3.3915,
4,0.55722,0.023376,0.023376,143.3027,3.3855,
5,0.56668,0.018769,0.018769,143.3128,3.3872,
6,0.57653,0.015284,0.015284,143.3214,3.3883,
7,0.65122,0.0045556,0.0045556,143.3573,3.3778,
8,0.66124,0.0035637,0.0035637,143.3623,3.3788,
9,0.67345,0.0028111,0.0028111,143.3666,3.3796,
10,0.68178,0.0022393,0.0022393,143.3702,3.3803,
11,0.68995,0.0017917,0.0017917,143.3734,3.3808,
12,0.69705,0.0014512,0.0014512,143.3761,3.3813,
13,0.7051,0.0011976,0.0011976,143.3784,3.3817,
14,0.71551,0.00034513,0.00034513,143.3886,3.3837,
15,0.72317,0.00027124,0.00027124,143.39,3.3839,
16,0.73048,0.00021476,0.00021476,143.3911,3.3841,
17,0.73828,0.00017135,0.00017135,143.3921,3.3843,
18,0.74575,0.00013824,0.00013824,143.393,3.3844,
19,0.7543,0.00011341,0.00011341,143.3937,3.3845,
20,0.77061,3.3098e-05,3.3098e-05,143.3968,3.3851,
21,0.78247,2.6116e-05,2.6116e-05,143.3973,3.3852,
22,0.7941,2.0654e-05,2.0654e-05,143.3976,3.3853,
23,0.80623,1.6441e-05,1.6441e-05,143.3979,3.3853,
24,0.81879,1.3219e-05,1.3219e-05,143.3982,3.3854,
25,0.82474,1.0821e-05,1.0821e-05,143.3984,3.3854,
26,0.83508,3.1803e-06,3.1803e-06,143.3994,3.3856,
27,0.84108,2.4672e-06,2.4672e-06,143.3995,3.3856,
28,0.8483,1.9845e-06,1.9845e-06,143.3996,3.3856,
29,0.85438,1.5774e-06,1.5774e-06,143.3997,3.3856,
30,0.8607,1.2654e-06,1.2654e-06,143.3998,3.3857,
