"iter","cost","time","qpsolnorm","stepsize","lsmaxiterbreak","dist","qpexitflag","maxviolation","meanviolation",
0,82.8699,4.6065e-05,NaN,NaN,NaN,NaN,NaN,8.6251,8.6251,
1,82.8699,0.071646,5.9575,0.0039063,0,2.9842,1,8.8689,8.8689,
2,66.9713,0.11887,0.61586,1,0,0.61227,1,6.2209,6.2209,
3,69.0215,0.23188,26.0914,1,0,3.9425,1,5.0801,5.0801,
4,67.2855,0.27325,0.28338,1,0,0.28304,1,1.5852,1.5852,
5,63.1637,0.36958,1.8342,0.00048828,0,1.2363,1,0.71603,0.71603,
6,62.3442,0.50208,2.4942,0.0078125,0,1.6257,1,0.10118,0.10118,
7,62.4512,0.54567,0.01829,0.125,0,0.01829,1,0.094702,0.094702,
8,61.6994,0.78451,1.1674,0.0039063,0,0.97613,1,0.027704,0.027704,
9,60.9099,0.89933,0.74474,0.0039063,0,0.6742,1,0.023763,0.023763,
10,60.9985,0.94214,0.019351,1,0,0.019351,1,0.0065069,0.0065069,
11,60.0763,1.0429,0.47563,1.1921e-07,0,0.4541,1,0.0015399,0.0015399,
12,60.0788,1.0926,0.00051082,0.0039063,0,0.00051082,1,0.0015385,0.0015385,
13,61.0063,1.3905,0.38133,0.015625,0,0.37162,1,0.00095481,0.00095481,
14,61.0206,1.4321,0.0027947,0.25,0,0.0027947,1,0.00085131,0.00085131,
15,60.9098,1.6376,0.17885,0.00012207,0,0.17761,1,0.00018911,0.00018911,
16,60.9047,1.6768,0.00094125,0.125,0,0.00094125,1,0.00018077,0.00018077,
17,60.6619,1.9981,0.22573,1.5259e-05,0,0.22384,1,0.00013429,0.00013429,
18,60.6339,2.2372,0.18748,0.00012207,0,0.18638,1,4.529e-05,4.529e-05,
19,60.6269,2.2782,0.0013313,1,0,0.0013313,-6,3.308e-05,3.308e-05,
20,60.5562,2.53,0.11198,7.4506e-09,0,0.11173,1,3.4382e-07,3.4382e-07,
21,60.7416,2.9263,0.14058,4.6566e-10,1,0.14002,0,8.5469e-05,8.5469e-05,
22,60.7365,4.8649,0.00096968,0.25,0,0.00096968,1,8.0245e-05,8.0245e-05,
23,60.787,5.1086,0.15208,3.7253e-09,0,0.15143,-6,6.4273e-06,6.4273e-06,
24,60.7885,7.0524,0.00029879,0.25,0,0.00029879,1,6.3503e-06,6.3503e-06,
25,60.6637,7.5825,0.082831,9.3132e-10,0,0.082711,-6,7.9925e-07,7.9925e-07,
26,60.6122,8.1847,0.042679,9.3132e-10,0,0.042665,-6,2.2228e-10,2.2228e-10,
27,60.6097,8.3578,0.0043668,4.6566e-10,0,0.0043668,1,3.0198e-11,3.0198e-11,
28,60.6899,8.4639,0.14083,4.6566e-10,1,0.14029,0,5.4181e-05,5.4181e-05,
29,61.1365,8.6077,0.097325,7.4506e-09,0,0.097111,-6,7.7756e-06,7.7756e-06,
30,61.1384,10.558,0.00038165,1,0,0.00038165,1,2.5115e-06,2.5115e-06,
31,60.9928,11.333,0.064727,1.8626e-09,0,0.064682,-6,2.5601e-07,2.5601e-07,
32,60.9928,11.5023,0.035502,5.9605e-08,0,0.035494,1,2.2997e-08,2.2997e-08,
33,60.9928,11.5415,2.3291e-05,1,0,2.3291e-05,1,6.0041e-09,6.0041e-09,
